order_id,customer_age,gender,product_category,order_priority,warehouse_block,mode_of_shipment,customer_rating,cost_of_the_product,prior_purchases,discount_offered,weight_in_gms,reached_on_time
2208,31.0,Female,Books,Low,F,Ship,4.0,41.55,3,8.0,3464.0,0
2209,56.0,Female,Books,Low,F,Ship,4.0,430.67,4,8.0,4008.0,0
2210,42.0,Male,Clothing,High,A,Ship,4.0,449.26,6,2.0,4876.0,0
2211,37.0,Male,Books,Low,F,Ship,4.0,482.96,2,28.0,,1
2212,19.0,Male,Books,Low,C,Ship,4.0,140.53,4,41.0,1825.0,1
2213,56.0,Female,Sports,Low,F,Ship,5.0,57.9,5,42.0,4339.0,0
2214,23.0,Male,Sports,High,D,Ship,3.0,172.51,3,23.0,4611.0,1
2215,34.0,Female,Electronics,High,F,Flight,4.0,314.11,4,2.0,6585.0,0
2216,42.0,Male,Clothing,Medium,A,Road,2.0,92.67,2,7.0,3339.0,1
2217,45.0,Male,Electronics,High,D,Ship,,249.93,6,44.0,1181.0,0
2218,19.0,Female,Electronics,Medium,A,Ship,5.0,33.79,5,25.0,5021.0,0
2219,52.0,Male,Electronics,Critical,C,Ship,,364.97,7,50.0,6157.0,1
2220,54.0,Male,Books,Low,C,Road,3.0,79.1,7,54.0,2126.0,0
2221,22.0,Male,Electronics,High,A,Road,2.0,516.98,5,32.0,4398.0,1
2222,18.0,Male,Toys,Low,C,Flight,5.0,186.37,4,34.0,1068.0,1
2223,57.0,Male,Home & Garden,Medium,A,Flight,5.0,124.15,2,10.0,,0
2224,29.0,Male,Electronics,Low,B,Flight,4.0,297.32,5,48.0,4150.0,0
2225,53.0,Male,Clothing,High,F,Ship,5.0,105.09,5,24.0,3294.0,0
2226,62.0,Male,Electronics,High,B,Ship,4.0,281.11,4,9.0,4729.0,1
2227,40.0,Female,Toys,Medium,C,Flight,5.0,104.95,3,44.0,5722.0,1
2228,64.0,Female,Books,High,A,Ship,5.0,405.85,7,5.0,2818.0,1
2229,48.0,Male,Electronics,High,A,Road,2.0,823.75,1,27.0,6837.0,0
2230,28.0,Female,Toys,High,A,Ship,3.0,244.46,2,12.0,3168.0,0
2231,27.0,Male,Sports,Medium,A,Ship,2.0,184.46,6,63.0,2356.0,1
2232,20.0,Male,Electronics,Medium,F,Ship,2.0,153.2,6,29.0,,0
2233,31.0,Male,Home & Garden,Low,D,Ship,4.0,559.55,5,,3723.0,1
2234,33.0,Male,Home & Garden,Medium,B,Ship,3.0,145.16,5,54.0,1116.0,0
2235,27.0,Male,Electronics,High,C,Ship,5.0,362.24,7,51.0,5016.0,1
2236,46.0,Male,Sports,High,A,Flight,1.0,30.78,5,27.0,5104.0,1
2237,27.0,Female,Electronics,High,B,Ship,1.0,475.93,3,23.0,5529.0,1
2238,29.0,Female,Clothing,Medium,D,Ship,5.0,127.79,6,48.0,3392.0,1
2239,47.0,Male,Electronics,High,B,Ship,2.0,95.29,1,47.0,3097.0,1
2240,58.0,Female,Toys,Medium,C,Road,1.0,62.71,4,30.0,4605.0,1
2241,18.0,Female,Sports,Critical,A,Road,3.0,44.84,7,23.0,6380.0,1
2242,22.0,Female,Electronics,Medium,C,Ship,2.0,457.78,2,19.0,3574.0,1
2243,37.0,Male,Clothing,High,A,Ship,1.0,110.6,3,1.0,1362.0,1
2244,25.0,Male,Electronics,High,D,Road,4.0,748.4,5,57.0,5078.0,1
2245,60.0,Male,Sports,Critical,C,Ship,2.0,139.27,6,53.0,4958.0,1
2246,29.0,Male,Electronics,Medium,B,Ship,5.0,620.36,6,38.0,2806.0,1
2247,18.0,Female,Books,Medium,D,Flight,3.0,244.76,6,18.0,6848.0,1
2248,37.0,Male,Toys,Medium,C,Ship,2.0,63.45,1,3.0,4988.0,1
2249,45.0,Male,Home & Garden,Medium,A,Road,4.0,103.05,1,19.0,3390.0,1
2250,60.0,Female,Electronics,High,D,Ship,5.0,595.92,1,2.0,3768.0,1
2251,54.0,Female,Clothing,Critical,A,Ship,1.0,142.12,4,61.0,5028.0,1
2252,64.0,Male,Clothing,Low,F,Road,2.0,41.55,2,18.0,4331.0,0
2253,54.0,Female,Home & Garden,Medium,B,Ship,3.0,113.19,5,15.0,4432.0,1
2254,,Male,Home & Garden,High,A,Ship,4.0,447.89,3,21.0,6504.0,1
2255,,Male,Home & Garden,Low,C,Flight,1.0,1233.15,3,20.0,6126.0,1
2256,66.0,Male,Clothing,Medium,F,Ship,3.0,36.02,6,55.0,1180.0,1
2257,66.0,Female,Books,High,D,Ship,5.0,157.37,3,59.0,6214.0,0
2258,61.0,female,Electronics,Critical,C,Ship,5.0,86.47,3,,1290.0,0
2259,45.0,Male,Clothing,Medium,D,Ship,3.0,828.79,5,65.0,2044.0,1
2260,64.0,Male,Sports,Low,F,Road,2.0,126.9,2,12.0,3235.0,1
2261,32.0,Male,Electronics,Low,C,Ship,4.0,572.5,5,20.0,6195.0,0
2262,23.0,Male,Sports,Medium,A,Flight,1.0,218.64,7,59.0,4332.0,0
2263,61.0,Male,Sports,Low,C,Ship,2.0,474.8,7,45.0,3434.0,1
2264,37.0,Male,Home & Garden,Low,B,Flight,2.0,625.65,3,15.0,1698.0,0
2265,67.0,Female,Electronics,High,A,Ship,2.0,52.16,2,54.0,5683.0,1
2266,31.0,Female,Electronics,High,B,Road,2.0,75.06,4,10.0,5728.0,1
2267,19.0,Male,Clothing,High,C,Ship,4.0,91.67,7,32.0,3569.0,1
2268,26.0,Male,Electronics,Low,C,Flight,3.0,183.22,7,49.0,2581.0,1
2269,54.0,Male,Toys,Low,D,Flight,5.0,85.2,2,51.0,1701.0,1
2270,37.0,Male,Home & Garden,High,C,Ship,4.0,572.94,4,,2210.0,1
2271,43.0,Female,Clothing,High,A,Ship,3.0,69.88,5,40.0,6853.0,1
2272,46.0,Female,Toys,High,B,Ship,3.0,67.51,4,10.0,6520.0,0
2273,18.0,Male,Sports,Critical,F,Ship,5.0,62.89,4,6.0,6559.0,1
2274,52.0,Male,Clothing,High,B,Ship,1.0,144.54,2,15.0,6163.0,0
2275,23.0,Female,Clothing,Medium,D,Ship,4.0,39.26,6,28.0,6778.0,1
2276,54.0,Male,Electronics,Medium,F,Ship,2.0,257.93,5,4.0,4217.0,0
2277,22.0,Female,Toys,Medium,F,Road,4.0,87.19,2,63.0,4865.0,1
2278,50.0,Male,Clothing,High,C,Flight,,572.03,1,14.0,4324.0,1
2279,66.0,Female,Books,Medium,D,Ship,2.0,69.63,4,5.0,2563.0,1
2280,68.0,Male,Clothing,High,D,Flight,1.0,46.43,7,48.0,1816.0,1
2281,31.0,Female,Books,Low,C,Ship,3.0,132.98,2,50.0,2055.0,0
2282,29.0,Female,Electronics,High,A,Flight,3.0,86.28,5,41.0,1246.0,0
2283,59.0,Male,Toys,Low,C,Flight,4.0,436.65,2,64.0,5180.0,1
2284,37.0,Female,Books,Medium,D,Ship,1.0,176.94,1,4.0,4885.0,0
2285,67.0,Female,Clothing,High,F,Road,2.0,159.53,4,23.0,1491.0,1
2286,41.0,Male,Sports,Low,A,Ship,3.0,331.24,1,36.0,1057.0,1
2287,60.0,Male,Sports,Medium,D,Flight,1.0,241.48,1,52.0,6903.0,1
2288,51.0,Male,Books,Low,D,Ship,5.0,31.93,4,5.0,1128.0,0
2289,42.0,Male,Clothing,High,C,Ship,4.0,261.32,7,38.0,1685.0,0
2290,67.0,Male,Clothing,High,B,Flight,3.0,279.24,6,61.0,4999.0,0
2291,46.0,Female,Books,Critical,D,Road,5.0,68.32,1,59.0,6901.0,1
2292,56.0,Male,Sports,High,B,Ship,4.0,277.15,4,40.0,3701.0,1
2293,48.0,Female,Clothing,High,A,Ship,4.0,1048.3,4,9.0,4154.0,1
2294,64.0,Male,Books,Low,F,Flight,,99.64,7,6.0,4352.0,1
2295,60.0,Male,Electronics,Medium,B,Ship,3.0,37.87,3,4.0,2577.0,0
2296,67.0,Male,Sports,Medium,B,Ship,3.0,409.98,5,26.0,5976.0,0
2297,40.0,Male,Electronics,Medium,B,Road,4.0,75.86,7,34.0,1236.0,1
2298,61.0,Male,Clothing,High,B,Flight,5.0,331.39,6,54.0,2036.0,1
2299,55.0,Male,Clothing,Medium,B,Ship,2.0,134.53,2,16.0,5035.0,0
2300,37.0,Male,Clothing,Low,A,Ship,5.0,498.34,2,6.0,4259.0,0
2301,40.0,Female,Clothing,Medium,D,Ship,3.0,599.38,5,60.0,2603.0,1
2302,62.0,Female,Clothing,Low,F,Ship,2.0,130.86,1,64.0,5648.0,1
2303,69.0,Male,Clothing,High,D,Ship,2.0,821.36,5,,2797.0,0
2304,33.0,Female,Electronics,Medium,A,Ship,3.0,35.63,6,57.0,6913.0,1
2305,67.0,Female,Sports,High,A,Ship,4.0,198.33,4,48.0,4561.0,1
2306,59.0,Male,Clothing,Low,B,Ship,4.0,298.48,4,51.0,3266.0,1
2307,25.0,Female,Clothing,Critical,A,Flight,3.0,141.64,2,25.0,4605.0,0
2308,67.0,Female,Home & Garden,Low,A,Flight,1.0,245.02,3,42.0,1668.0,1
2309,38.0,Male,Books,Medium,B,Ship,4.0,103.46,1,52.0,5208.0,1
2310,,Male,Sports,High,A,Ship,4.0,46.11,5,55.0,5326.0,0
2311,25.0,Male,Electronics,Low,A,Ship,1.0,2664.7773532670253,4,32.0,5903.0,1
2312,46.0,Male,Books,Low,A,Ship,5.0,100.3,4,13.0,1833.0,0
2313,49.0,Female,Toys,Low,C,Ship,1.0,73.54,3,,6923.0,0
2314,55.0,Male,Clothing,Medium,D,Ship,4.0,74.6,4,38.0,3834.0,1
2315,22.0,Female,Toys,High,C,Flight,4.0,375.83,7,47.0,1399.0,0
2316,64.0,Female,Clothing,Medium,D,Flight,5.0,43.6,5,5.0,4671.0,1
2317,39.0,Female,Clothing,High,B,Flight,3.0,167.79,2,21.0,2726.0,0
2318,64.0,Female,Clothing,Medium,B,Ship,4.0,73.21,2,36.0,4864.0,1
2319,51.0,Male,Home & Garden,Low,D,Ship,4.0,240.98,1,42.0,1202.0,0
2320,18.0,Male,Electronics,Low,D,Flight,5.0,350.9,6,44.0,6115.0,0
2321,43.0,Female,Electronics,High,F,Ship,4.0,194.95,5,64.0,1141.0,1
2322,60.0,Male,Electronics,Low,D,Road,3.0,220.84,4,3.0,4092.0,1
2323,27.0,Male,Clothing,Critical,D,Flight,5.0,225.35,4,56.0,5907.0,1
2324,47.0,Female,Clothing,Low,B,Ship,4.0,200.2,5,33.0,5275.0,1
2325,67.0,Female,Home & Garden,High,B,Flight,1.0,79.45,6,29.0,1101.0,1
2326,35.0,Male,Clothing,Critical,A,Ship,2.0,241.98,2,38.0,4534.0,0
2327,34.0,Female,Toys,Medium,A,Road,5.0,327.64,4,38.0,3537.0,0
2328,43.0,Female,Clothing,High,B,Ship,4.0,377.59,4,16.0,3004.0,1
2329,25.0,Male,Clothing,Medium,A,Road,3.0,46.54,5,11.0,2743.0,1
2330,64.0,Male,Electronics,Medium,C,Flight,,131.4,1,5.0,2660.0,0
2331,57.0,Female,Clothing,Medium,C,Ship,2.0,122.16,5,28.0,3890.0,1
2332,66.0,Male,Electronics,High,A,Flight,3.0,543.99,4,13.0,2071.0,1
2333,29.0,Male,Home & Garden,Medium,A,Ship,5.0,245.44,5,0.0,4325.0,0
2334,44.0,Male,Sports,Medium,D,Ship,3.0,158.03,7,38.0,5941.0,1
2335,25.0,Female,Electronics,Critical,D,Ship,4.0,672.06,7,5.0,3004.0,1
2336,42.0,Male,Clothing,Medium,C,Ship,2.0,65.06,5,43.0,4773.0,0
2337,63.0,Male,Electronics,Medium,C,Ship,4.0,119.74,1,40.0,3127.0,1
2338,21.0,Male,Books,Critical,D,Ship,3.0,228.34,2,31.0,1897.0,0
2339,50.0,Other,Sports,Medium,D,Ship,2.0,172.71,5,4.0,5905.0,0
2340,18.0,Male,Electronics,Medium,D,Road,4.0,208.6,5,46.0,4777.0,1
2341,36.0,Female,Clothing,High,A,Ship,5.0,316.81,6,16.0,2691.0,1
2342,48.0,Female,Toys,Medium,B,Flight,3.0,268.2,6,32.0,3692.0,1
2343,33.0,Male,Clothing,Medium,C,Flight,4.0,244.07,1,41.0,1391.0,1
2344,31.0,Other,Clothing,Medium,F,Ship,3.0,281.29,6,22.0,3632.0,1
2345,65.0,Female,Clothing,High,D,Flight,1.0,334.22,7,49.0,2232.0,0
2346,22.0,Female,Home & Garden,Low,A,Flight,,77.27,7,28.0,5207.0,0
2347,58.0,Male,Toys,Medium,C,Ship,4.0,263.07,4,63.0,3014.0,1
2348,43.0,Female,Toys,Medium,D,Ship,3.0,248.42,3,3.0,4681.0,1
2349,45.0,Female,Sports,Medium,A,Ship,5.0,274.16,7,6.0,5060.0,0
2350,19.0,Other,Clothing,High,C,Ship,4.0,86.06,3,61.0,4401.0,1
2351,67.0,Male,Clothing,Medium,C,Flight,3.0,96.05,7,58.0,2127.0,1
2352,23.0,Female,Clothing,High,F,Road,4.0,324.73,7,20.0,5665.0,1
2353,26.0,Male,Toys,Medium,F,Ship,3.0,124.96,6,15.0,2674.0,0
2354,50.0,Male,Sports,Medium,C,Ship,1.0,542.85,4,12.0,2018.0,0
2355,58.0,Male,Clothing,Medium,A,Ship,1.0,54.14,6,7.0,1096.0,1
2356,42.0,Female,Electronics,Low,D,Ship,3.0,67.86,4,60.0,2685.0,1
2357,65.0,Male,Clothing,Low,D,Ship,2.0,71.0,4,2.0,1724.0,1
2358,30.0,Male,Toys,High,C,Road,3.0,97.23,2,45.0,3699.0,1
2359,26.0,Other,Clothing,High,D,Ship,4.0,491.79,6,61.0,5879.0,0
2360,30.0,Male,Electronics,Low,F,Ship,3.0,124.52,2,,3602.0,1
2361,48.0,Female,Electronics,High,D,Flight,4.0,153.76,7,7.0,3073.0,1
2362,58.0,Male,Clothing,Critical,B,Road,5.0,139.91,1,19.0,4446.0,1
2363,28.0,Male,Books,Low,F,Ship,4.0,358.87,4,29.0,3525.0,0
2364,21.0,Female,Toys,Medium,F,Road,4.0,124.42,5,53.0,1982.0,1
2365,51.0,Female,Toys,High,C,Ship,,387.35,4,,1096.0,1
2366,55.0,Male,Sports,Low,C,Road,3.0,161.54,6,,6079.0,0
2367,63.0,Female,Home & Garden,High,D,Ship,2.0,85.76,4,16.0,4077.0,1
2368,21.0,Male,Home & Garden,Critical,D,Ship,4.0,142.7,5,14.0,5973.0,0
2369,55.0,Male,Clothing,Low,C,Ship,1.0,131.06,1,64.0,2761.0,0
2370,36.0,Male,Sports,High,A,Road,3.0,85.31,4,42.0,1530.0,1
2371,23.0,Male,Clothing,Medium,D,Ship,3.0,56.12,7,11.0,3429.0,1
2372,51.0,Male,Home & Garden,Low,A,Ship,5.0,398.18,7,21.0,2048.0,0
2373,35.0,Male,Electronics,Medium,F,Ship,3.0,174.97,5,19.0,2372.0,1
2374,30.0,Male,Clothing,Low,B,Ship,4.0,85.63,3,14.0,5111.0,1
2375,58.0,Male,Books,Medium,A,Ship,3.0,141.07,3,7.0,2116.0,0
2376,40.0,Male,Books,Low,D,Ship,5.0,216.21,5,36.0,4641.0,0
2377,36.0,Female,Clothing,High,C,Ship,2.0,284.41,4,27.0,4296.0,1
2378,,Female,Electronics,Medium,C,Flight,5.0,223.58,7,10.0,6777.0,1
2379,28.0,Female,Toys,Medium,B,Ship,3.0,83.31,2,26.0,6035.0,1
2380,18.0,Male,Sports,Low,B,Ship,3.0,53.4,2,41.0,2205.0,0
2381,41.0,Female,Clothing,Medium,F,Ship,4.0,45.32,4,7.0,3056.0,1
2382,24.0,Female,Home & Garden,Low,A,Flight,1.0,52.86,5,58.0,3049.0,1
2383,42.0,Male,Clothing,High,B,Flight,4.0,114.86,1,59.0,5918.0,1
2384,38.0,Male,Clothing,Low,F,Ship,2.0,117.69,2,61.0,1132.0,1
2385,32.0,Female,Books,High,F,Ship,2.0,795.21,3,18.0,4836.0,1
2386,18.0,Female,Electronics,Medium,F,Ship,5.0,34.57,1,42.0,6109.0,0
2387,29.0,Female,Electronics,High,D,Road,5.0,230.09,3,59.0,5371.0,1
2388,,Female,Electronics,Medium,B,Road,5.0,173.15,7,50.0,2667.0,1
2389,32.0,Female,Clothing,Medium,C,Flight,5.0,61.49,4,63.0,2156.0,1
2390,38.0,Other,Electronics,High,F,Ship,5.0,623.96,1,65.0,5112.0,1
2391,36.0,Male,Electronics,Medium,C,Flight,5.0,363.22,6,47.0,6831.0,1
2392,46.0,Male,Electronics,High,D,Ship,2.0,79.91,6,,1536.0,0
2393,42.0,Female,Electronics,High,A,Ship,1.0,99.05,6,19.0,5601.0,1
2394,,Male,Clothing,Medium,D,Flight,2.0,74.64,4,39.0,4061.0,0
2395,66.0,Female,Electronics,High,D,Ship,2.0,103.76,2,17.0,5056.0,1
2396,49.0,Female,Home & Garden,High,B,Ship,5.0,81.73,4,11.0,3462.0,1
2397,,Female,Home & Garden,Medium,F,Ship,5.0,89.64,6,,2627.0,0
2398,52.0,Female,Electronics,Low,D,Ship,3.0,175.38,2,32.0,3550.0,1
2399,61.0,Male,Home & Garden,Medium,F,Flight,1.0,112.36,7,5.0,5863.0,1
2400,55.0,Male,Toys,Medium,C,Ship,3.0,164.61,2,57.0,1974.0,1
2401,43.0,Male,Toys,Medium,A,Ship,4.0,36.23,5,56.0,3026.0,0
2402,28.0,Female,Electronics,High,A,Flight,5.0,300.56,4,8.0,4890.0,0
2403,52.0,Female,Sports,High,C,Flight,3.0,556.99,1,9.0,6179.0,1
2404,,Female,Clothing,High,B,Flight,3.0,1158.17,6,43.0,2574.0,0
2405,63.0,Male,Electronics,High,C,Road,4.0,74.78,6,52.0,2613.0,1
2406,31.0,Male,Clothing,Low,C,Ship,2.0,126.91,1,26.0,1396.0,1
2407,,Female,Clothing,Low,B,Ship,4.0,757.35,5,51.0,1991.0,1
2408,19.0,Male,Clothing,High,B,Flight,3.0,77.68,4,63.0,1397.0,0
2409,63.0,Male,Home & Garden,Medium,D,Ship,5.0,185.07,5,53.0,6355.0,1
2410,26.0,Female,Sports,High,F,Ship,5.0,351.17,2,12.0,5387.0,1
2411,20.0,Female,Electronics,Low,A,Road,4.0,35.78,4,30.0,6684.0,1
2412,38.0,Male,Clothing,Low,B,Ship,4.0,52.21,1,48.0,3470.0,0
2413,43.0,Female,Clothing,Medium,B,Flight,2.0,73.77,6,26.0,1644.0,1
2414,25.0,Male,Clothing,Medium,D,Road,3.0,151.6,6,12.0,6703.0,1
2415,65.0,Other,Toys,Medium,D,Ship,5.0,33.07,6,45.0,6769.0,0
2416,19.0,Male,Sports,Medium,F,Ship,3.0,142.87,2,50.0,4166.0,0
2417,23.0,Male,Toys,Low,B,Road,3.0,65.23,5,42.0,6108.0,1
2418,45.0,Female,Home & Garden,Low,B,Ship,5.0,409.08,7,18.0,6158.0,0
2419,46.0,Male,Clothing,Low,D,Flight,3.0,163.24,7,28.0,6499.0,1
2420,43.0,Female,Clothing,Medium,C,Ship,5.0,44.77,7,18.0,3200.0,1
2421,42.0,Female,Clothing,High,F,Flight,1.0,154.29,5,12.0,6153.0,1
2422,29.0,Female,Clothing,Medium,B,Ship,4.0,160.88,5,37.0,6326.0,0
2423,22.0,Other,Books,Low,A,Ship,1.0,101.25,6,34.0,2207.0,0
2424,51.0,Male,Clothing,High,A,Ship,4.0,121.7,4,32.0,6968.0,1
2425,65.0,Female,Clothing,High,D,Ship,4.0,735.15,7,44.0,5629.0,1
2426,54.0,Male,Sports,Low,A,Ship,4.0,86.79,5,56.0,6486.0,0
2427,32.0,Male,Books,Medium,D,Ship,3.0,255.76,2,48.0,2903.0,0
2428,61.0,Female,Clothing,Low,C,Road,5.0,246.38,6,65.0,3080.0,1
2429,53.0,Male,Home & Garden,Low,D,Ship,4.0,139.75,6,,2989.0,1
2430,32.0,Female,Electronics,High,B,Road,3.0,568.08,4,46.0,1925.0,0
2431,60.0,Male,Clothing,Critical,A,Ship,5.0,323.54,4,32.0,2086.0,0
2432,65.0,Female,Electronics,High,B,Flight,5.0,34.25,6,,3498.0,0
2433,40.0,Other,Electronics,Critical,A,Flight,2.0,162.96,2,65.0,2277.0,0
2434,23.0,Male,Home & Garden,Medium,A,Ship,4.0,54.21,6,32.0,4166.0,0
2435,63.0,Female,Clothing,High,D,Ship,4.0,97.62,1,48.0,1905.0,1
2436,67.0,Female,Sports,Medium,F,Ship,4.0,84.55,4,,3933.0,1
2437,61.0,Male,Books,Low,A,Road,4.0,311.75,2,27.0,3877.0,1
2438,60.0,Male,Electronics,High,A,Ship,2.0,87.3,4,43.0,6795.0,1
2439,62.0,Female,Sports,Medium,F,Ship,3.0,1017.44,1,12.0,2157.0,0
2440,38.0,Male,Clothing,Medium,B,Flight,5.0,57.46,1,28.0,3718.0,1
2441,40.0,Male,Electronics,High,A,Road,1.0,136.08,3,39.0,,0
2442,60.0,Female,Home & Garden,Medium,D,Flight,4.0,164.43,7,8.0,1841.0,0
2443,33.0,Male,Home & Garden,Medium,F,Ship,5.0,143.41,4,28.0,6310.0,0
2444,64.0,Female,Clothing,Medium,F,Ship,2.0,49.59,4,3.0,5633.0,0
2445,32.0,Female,Toys,High,A,Flight,5.0,81.17,2,,6647.0,1
2446,42.0,Female,Clothing,Medium,B,Flight,2.0,177.11,2,47.0,4991.0,1
2447,53.0,Male,Toys,Medium,B,Ship,1.0,351.71,3,41.0,4304.0,1
2448,28.0,Male,Clothing,Low,C,Ship,4.0,263.21,2,57.0,,1
2449,68.0,Male,Electronics,High,C,Road,4.0,187.26,1,58.0,3632.0,1
2450,32.0,Female,Clothing,High,D,Ship,2.0,789.62,5,15.0,1408.0,0
2451,21.0,Male,Electronics,Low,A,Ship,1.0,316.23,4,59.0,1278.0,1
2452,38.0,Male,Home & Garden,Medium,B,Flight,4.0,432.78,6,16.0,4509.0,1
2453,30.0,Male,Home & Garden,Medium,C,Road,2.0,32.56,3,63.0,1834.0,1
2454,39.0,Male,Clothing,Medium,A,Ship,2.0,78.71,6,32.0,5639.0,1
2455,,Male,Electronics,Medium,A,Ship,4.0,284.48,4,21.0,5809.0,0
2456,51.0,Female,Clothing,Medium,B,Ship,4.0,95.23,3,6.0,6678.0,1
2457,31.0,Male,Electronics,High,A,Ship,5.0,117.38,5,4.0,3210.0,0
2458,21.0,Male,Home & Garden,High,F,Ship,3.0,208.68,3,12.0,5309.0,0
2459,65.0,Male,Sports,Low,C,Ship,2.0,186.47,3,9.0,1024.0,0
2460,69.0,Female,Toys,Medium,D,Ship,4.0,79.89,6,13.0,,0
2461,63.0,Female,Electronics,Medium,C,Ship,5.0,451.88,7,30.0,3485.0,1
2462,44.0,Male,Clothing,Medium,A,Ship,4.0,227.65,7,3.0,6070.0,1
2463,46.0,Female,Home & Garden,Low,F,Ship,3.0,261.28,5,47.0,4933.0,1
2464,64.0,Male,Toys,Medium,C,Road,5.0,382.66,7,62.0,5830.0,1
2465,45.0,Female,Home & Garden,Low,B,Road,4.0,51.62,2,3.0,5557.0,1
2466,52.0,Male,Electronics,Medium,F,Flight,2.0,158.5,1,56.0,3823.0,1
2467,25.0,Female,Clothing,High,C,Flight,5.0,48.05,3,34.0,6511.0,1
2468,33.0,Female,Home & Garden,Low,A,Road,3.0,45.24,7,13.0,2502.0,1
2469,59.0,Female,Sports,Medium,B,Flight,5.0,285.47,1,23.0,5452.0,1
2470,53.0,Male,Books,Medium,A,Ship,4.0,341.86,3,22.0,5350.0,0
2471,47.0,Male,Electronics,High,A,Flight,4.0,40.78,5,52.0,5994.0,1
2472,35.0,Female,Toys,Low,B,Ship,3.0,399.62,1,26.0,5960.0,1
2473,19.0,Male,Electronics,Medium,F,Flight,2.0,96.06,6,7.0,1395.0,0
2474,66.0,Female,Toys,High,C,Ship,2.0,242.79,7,32.0,4999.0,1
2475,30.0,Female,Books,High,F,Flight,3.0,261.46,4,16.0,2119.0,0
2476,21.0,Female,Home & Garden,High,B,Flight,3.0,268.42,1,57.0,3452.0,1
2477,43.0,Male,Sports,Medium,C,Ship,1.0,203.27,5,61.0,1234.0,0
2478,42.0,Female,Electronics,High,B,Road,4.0,54.04,2,29.0,3684.0,1
2479,47.0,Female,Electronics,High,D,Ship,3.0,53.69,6,45.0,5861.0,0
2480,28.0,Female,Electronics,High,D,Ship,2.0,60.39,2,16.0,3377.0,1
2481,24.0,Male,Electronics,Low,F,Ship,3.0,537.46,1,56.0,4435.0,0
2482,48.0,Male,Clothing,Low,B,Ship,1.0,77.25,5,5.0,4112.0,1
2483,61.0,Male,Electronics,High,C,Road,5.0,63.22,6,55.0,3473.0,0
2484,27.0,Male,Books,Critical,F,Ship,3.0,922.45,2,49.0,3360.0,1
2485,56.0,Female,Clothing,High,D,Ship,4.0,30.88,2,34.0,5825.0,1
2486,30.0,Female,Home & Garden,High,D,Ship,3.0,329.83,2,18.0,2228.0,1
2487,48.0,Male,Home & Garden,Medium,D,Ship,3.0,403.11,1,14.0,4773.0,1
2488,24.0,Female,Clothing,Medium,F,Ship,5.0,247.02,2,36.0,1840.0,1
2489,66.0,Male,Electronics,High,C,Ship,5.0,766.66,5,30.0,6470.0,1
2490,59.0,Male,Clothing,High,D,Ship,4.0,111.11,6,54.0,6559.0,1
2491,59.0,Male,Sports,High,F,Flight,4.0,48.42,7,0.0,4288.0,1
2492,53.0,Male,Home & Garden,Critical,F,Flight,5.0,85.07,7,53.0,2696.0,0
2493,37.0,Female,Clothing,Medium,A,Ship,4.0,50.89,5,33.0,5497.0,1
2494,21.0,Male,Sports,Low,A,Road,5.0,163.51,6,26.0,3600.0,1
2495,24.0,Female,Electronics,Critical,C,Flight,3.0,699.52,4,,5331.0,0
2496,18.0,Male,Home & Garden,Low,D,Ship,4.0,175.78,2,15.0,,1
2497,61.0,Female,Clothing,High,A,Road,4.0,108.72,4,24.0,5491.0,0
2498,62.0,Male,Sports,High,C,Flight,2.0,503.54,4,2.0,4703.0,0
2499,59.0,Male,Toys,Medium,A,Flight,4.0,220.06,2,58.0,1829.0,1
2500,64.0,Male,Sports,High,D,Flight,2.0,561.85,4,60.0,2507.0,1
2501,30.0,Male,Clothing,Medium,F,Flight,4.0,701.48,2,14.0,2539.0,1
2502,39.0,Male,Electronics,High,D,Road,1.0,581.82,3,60.0,3828.0,0
2503,38.0,Female,Sports,Low,A,Ship,4.0,265.65,5,11.0,3590.0,1
2504,39.0,Female,Clothing,High,D,Ship,3.0,169.36,3,62.0,1277.0,1
2505,45.0,Female,Electronics,High,F,Ship,2.0,98.55,7,23.0,3413.0,1
2506,,Male,Sports,Medium,B,Ship,3.0,597.2,6,,5343.0,1
2507,43.0,Male,Clothing,High,F,Ship,4.0,187.49,1,61.0,4494.0,1
2508,26.0,Male,Electronics,Critical,A,Ship,4.0,1105.53,1,12.0,6305.0,0
2509,32.0,Other,Books,High,F,Ship,3.0,530.92,4,9.0,1797.0,0
2510,27.0,Female,Clothing,Critical,C,Ship,,125.2,3,,,0
2511,41.0,Female,Clothing,Medium,D,Flight,1.0,446.51,3,4.0,4873.0,0
2512,59.0,Female,Sports,Medium,B,Flight,5.0,183.03,2,46.0,3910.0,0
2513,25.0,Male,Books,Medium,B,Ship,3.0,301.44,4,7.0,3693.0,1
2514,41.0,Male,Electronics,Critical,D,Ship,3.0,161.15,5,50.0,1630.0,1
2515,33.0,Male,Home & Garden,Low,D,Ship,2.0,939.2,3,36.0,6977.0,1
2516,66.0,Male,Sports,Medium,C,Ship,4.0,131.79,3,42.0,5016.0,1
2517,43.0,Male,Electronics,Medium,F,Ship,5.0,50.14,7,56.0,4148.0,1
2518,44.0,Male,Clothing,Medium,B,Flight,3.0,420.71,2,43.0,4676.0,0
2519,54.0,Female,Electronics,Critical,A,Road,3.0,312.23,2,64.0,5145.0,0
2520,21.0,Female,Sports,Medium,D,Ship,2.0,56.98,5,48.0,1153.0,1
